category,price,discount,quantity,payment_method,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,order_year,order_month,order_day_of_week
Beauty,57.9,0.15,1,Credit Card,East,0,49.22,5.57,16.58,44,Male,6,2025,2,1
Fashion,428.38,0.0,1,Debit Card,East,0,428.38,9.79,140.14,39,Male,8,2024,2,2
Electronics,73.02,0.1,2,Credit Card,West,0,131.44,6.39,9.38,24,Female,5,2024,6,4
Beauty,35.26,0.1,1,UPI,North,0,31.73,5.26,9.02,55,Male,5,2025,8,1
Grocery,7.04,0.15,2,Credit Card,South,0,11.97,4.65,-3.69,61,Male,4,2025,1,3
Electronics,98.67,0.0,2,Debit Card,North,0,197.34,9.02,14.66,48,Male,4,2023,9,5
Sports,61.13,0.1,1,COD,North,0,55.02,6.64,9.87,41,Female,5,2023,12,4
Home,838.28,0.0,1,Credit Card,North,0,838.28,10.7,224.02,62,Female,5,2025,3,4
Fashion,26.76,0.0,1,Debit Card,South,0,26.76,3.74,5.63,60,Male,5,2024,9,4
Toys,8.39,0.0,1,Credit Card,East,0,8.39,1.28,2.08,65,Female,7,2023,11,5
Home,256.47,0.1,1,Debit Card,Central,0,230.82,6.93,57.7,49,Male,4,2024,1,2
Beauty,52.6,0.0,2,Debit Card,South,0,105.2,6.11,41.23,24,Female,6,2024,9,0
Home,64.48,0.0,1,COD,South,0,64.48,5.73,12.32,23,Male,5,2025,4,5
Electronics,165.3,0.2,1,Credit Card,South,1,132.24,7.31,8.56,52,Male,5,2025,8,6
Beauty,28.53,0.0,1,Credit Card,North,0,28.53,5.06,7.78,32,Male,6,2024,8,3
Home,40.24,0.1,2,Credit Card,East,0,72.43,5.5,14.78,62,Male,5,2024,1,6
Electronics,264.84,0.0,3,PayPal,East,0,794.52,8.39,86.95,26,Female,5,2024,12,2
Beauty,6.73,0.1,1,Debit Card,East,0,6.06,4.24,-1.51,39,Female,6,2024,11,5
Electronics,168.13,0.05,3,Wallet,South,0,479.17,9.79,47.71,23,Male,6,2023,12,5
Fashion,22.36,0.0,2,Debit Card,North,0,44.72,5.92,9.73,29,Female,4,2024,8,6
Toys,25.35,0.0,1,Wallet,West,1,25.35,4.56,5.58,67,Female,4,2025,8,0
Electronics,157.79,0.0,1,UPI,North,0,157.79,6.55,12.38,59,Female,3,2024,5,2
Sports,234.95,0.05,1,COD,North,0,223.2,8.23,58.73,62,Male,4,2024,8,1
Grocery,54.68,0.15,1,UPI,North,0,46.48,6.37,-2.65,28,Male,3,2025,5,5
Electronics,77.47,0.05,1,Debit Card,West,0,73.6,6.89,1.94,25,Female,5,2024,2,0
Home,76.74,0.0,1,Credit Card,Central,0,76.74,4.75,16.74,36,Female,3,2025,1,3
Beauty,11.8,0.0,1,Credit Card,North,0,11.8,2.72,2.59,52,Female,4,2024,8,6
Home,67.12,0.0,4,Credit Card,West,0,268.48,9.1,66.07,38,Female,4,2025,7,2
Beauty,10.56,0.0,1,Debit Card,Central,0,10.56,4.11,0.64,18,Male,4,2024,11,3
Home,73.51,0.1,1,Debit Card,Central,0,66.16,6.83,11.69,20,Female,3,2025,7,0
Electronics,99.55,0.1,1,UPI,South,0,89.6,6.83,3.92,68,Female,4,2024,1,3
Electronics,156.68,0.1,1,Credit Card,East,0,141.01,8.29,8.63,20,Male,7,2024,6,0
Sports,145.46,0.1,1,UPI,East,0,130.91,9.17,30.1,23,Female,6,2024,12,5
Fashion,25.73,0.0,1,Wallet,Central,0,25.73,4.65,4.36,39,Male,4,2024,3,5
Toys,6.58,0.0,1,PayPal,East,0,6.58,4.64,-2.01,50,Female,6,2023,12,4
Sports,21.29,0.0,1,COD,South,0,21.29,4.35,2.04,68,Male,8,2024,1,5
Electronics,189.01,0.05,2,Debit Card,North,0,359.12,9.09,34.0,27,Male,3,2025,6,1
Fashion,55.7,0.0,1,UPI,Central,0,55.7,7.37,12.12,39,Male,4,2024,2,6
Fashion,19.36,0.0,3,UPI,Central,0,58.08,5.64,14.69,18,Male,4,2025,8,5
Beauty,16.45,0.2,1,PayPal,West,0,13.16,4.97,0.95,56,Female,7,2023,12,4
Toys,61.88,0.0,2,Credit Card,Central,0,123.76,6.41,43.09,60,Male,7,2025,8,0
Electronics,311.23,0.0,1,Credit Card,North,0,311.23,9.77,27.58,36,Female,4,2024,11,1
Fashion,42.33,0.0,1,Credit Card,East,0,42.33,5.1,9.72,34,Female,6,2025,7,3
Home,79.46,0.0,1,Credit Card,West,0,79.46,6.14,16.11,20,Female,5,2025,3,0
Fashion,45.01,0.0,2,Debit Card,North,0,90.02,6.82,24.69,58,Male,4,2025,9,6
Beauty,105.2,0.2,2,Credit Card,South,0,168.32,9.43,66.31,34,Female,5,2023,10,6
Home,48.55,0.05,1,Credit Card,East,0,46.12,5.88,7.03,65,Male,5,2024,7,0
Fashion,144.93,0.05,1,Credit Card,Central,1,137.68,7.41,40.78,19,Male,5,2024,2,2
Home,31.25,0.15,1,Credit Card,East,0,26.56,6.21,1.23,51,Female,5,2023,11,6
Fashion,10.79,0.0,3,UPI,North,0,32.37,5.31,6.02,23,Female,3,2024,2,5
Fashion,57.28,0.0,1,Credit Card,South,0,57.28,5.49,14.56,50,Male,5,2024,8,4
Fashion,19.22,0.15,3,UPI,East,0,49.01,5.69,11.46,48,Female,6,2023,12,3
Beauty,17.4,0.0,1,PayPal,South,0,17.4,3.31,4.52,36,Female,5,2024,3,5
Home,182.23,0.1,5,Wallet,North,0,820.04,10.09,219.52,69,Female,5,2024,10,4
Fashion,42.63,0.0,1,Credit Card,North,0,42.63,5.32,9.6,58,Male,4,2025,5,5
Electronics,54.5,0.0,1,Credit Card,East,0,54.5,4.71,1.83,43,Male,5,2024,8,0
Electronics,168.64,0.0,1,Debit Card,South,0,168.64,6.37,13.87,22,Male,7,2024,2,3
Electronics,71.73,0.0,5,Credit Card,South,0,358.65,8.5,34.54,31,Male,4,2023,10,2
Home,353.02,0.05,1,Debit Card,Central,0,335.37,8.0,85.9,35,Male,4,2024,8,5
Fashion,82.83,0.15,2,COD,North,0,140.81,8.38,40.9,43,Male,4,2023,10,3
Home,553.17,0.0,1,Wallet,West,0,553.17,10.14,144.75,68,Female,4,2023,9,6
Fashion,111.39,0.0,1,COD,West,0,111.39,6.42,32.57,58,Female,4,2024,7,0
Beauty,18.8,0.0,3,COD,West,0,56.4,6.67,18.71,61,Female,5,2025,2,1
Sports,220.64,0.0,1,COD,West,0,220.64,9.1,57.09,27,Female,6,2025,1,4
Home,156.95,0.0,1,Wallet,West,0,156.95,6.88,37.07,58,Male,5,2025,2,3
Electronics,291.67,0.1,1,Debit Card,West,1,262.5,7.03,24.47,37,Male,4,2024,8,5
Electronics,200.49,0.1,2,COD,West,0,360.88,8.39,34.92,47,Male,4,2025,7,3
Fashion,61.17,0.1,1,Debit Card,North,0,55.05,8.55,10.72,40,Male,3,2024,4,3
Home,127.44,0.0,2,UPI,North,0,254.88,8.95,62.42,61,Female,3,2024,10,2
Electronics,359.53,0.0,2,Credit Card,South,0,719.06,10.58,75.71,36,Female,5,2024,7,1
Fashion,30.1,0.0,1,Credit Card,North,0,30.1,4.22,6.32,48,Male,3,2024,9,5
Grocery,18.7,0.1,1,Credit Card,East,0,16.83,5.8,-4.45,61,Female,5,2024,12,2
Electronics,77.57,0.0,1,PayPal,South,0,77.57,7.05,2.26,29,Female,5,2025,1,6
Grocery,18.05,0.0,1,Credit Card,North,0,18.05,4.08,-2.64,40,Male,3,2025,9,1
Toys,27.81,0.0,1,PayPal,South,0,27.81,5.24,5.88,29,Female,5,2025,3,3
Toys,16.27,0.0,1,Debit Card,Central,0,16.27,4.32,2.19,42,Male,3,2024,3,0
Toys,8.01,0.0,1,COD,South,0,8.01,4.27,-1.07,37,Male,5,2024,10,1
Electronics,288.05,0.0,1,Debit Card,West,0,288.05,7.9,26.67,30,Female,4,2024,11,2
Electronics,92.69,0.0,1,Debit Card,West,0,92.69,5.92,5.2,20,Male,4,2024,11,5
Electronics,159.09,0.0,1,Credit Card,Central,0,159.09,7.28,11.81,44,Male,4,2024,1,6
Electronics,227.77,0.1,1,Debit Card,South,0,204.99,9.08,15.52,19,Female,6,2025,5,0
Fashion,59.99,0.0,1,Credit Card,North,0,59.99,6.96,14.04,23,Female,6,2025,2,6
Toys,6.08,0.05,1,UPI,North,0,5.78,3.6,-1.29,30,Other,4,2024,6,5
Fashion,13.47,0.15,1,UPI,North,0,11.45,4.23,-0.22,25,Male,4,2025,4,0
Fashion,51.02,0.0,3,COD,East,0,153.06,6.24,47.33,26,Male,6,2025,3,1
Sports,121.9,0.0,2,Credit Card,East,0,243.8,7.61,65.53,67,Male,6,2024,12,0
Electronics,78.39,0.05,1,UPI,East,0,74.47,6.44,2.5,69,Male,5,2024,5,2
Home,14.44,0.05,1,UPI,South,0,13.72,4.45,-0.61,18,Female,6,2025,5,3
Fashion,12.83,0.0,1,COD,South,0,12.83,3.98,0.51,29,Female,6,2023,9,3
Toys,47.49,0.0,1,Debit Card,South,0,47.49,4.0,15.0,53,Female,6,2025,6,3
Home,157.03,0.1,3,PayPal,West,0,423.98,7.45,111.26,39,Female,4,2023,12,2
Sports,259.63,0.0,1,COD,Central,1,259.63,7.67,70.22,52,Female,5,2025,8,2
Electronics,405.15,0.0,1,Credit Card,East,0,405.15,8.54,40.08,41,Male,6,2025,1,4
Grocery,45.23,0.15,1,Credit Card,East,0,38.45,4.35,-1.27,52,Female,7,2025,5,1
Fashion,33.41,0.0,1,Debit Card,North,0,33.41,5.27,6.42,67,Male,5,2025,1,6
Sports,99.88,0.05,2,Debit Card,East,0,189.77,6.93,50.0,58,Female,6,2025,4,5
Grocery,13.1,0.05,1,Credit Card,West,0,12.44,5.39,-4.39,67,Female,5,2024,7,2
Home,10.41,0.0,1,Credit Card,South,0,10.41,4.26,-1.35,28,Male,5,2024,5,4
Home,13.67,0.0,2,Credit Card,East,0,27.34,3.95,3.71,57,Female,5,2025,8,1
Electronics,101.01,0.1,1,UPI,South,0,90.91,7.29,3.62,38,Female,5,2025,1,2
Home,104.23,0.0,1,Credit Card,East,0,104.23,7.6,21.58,45,Male,5,2025,6,1
Toys,13.07,0.2,1,PayPal,North,0,10.46,4.29,-0.11,66,Female,3,2025,6,5
Electronics,302.19,0.05,1,Debit Card,East,0,287.08,9.02,25.43,42,Female,6,2024,3,5
Grocery,22.22,0.1,1,Wallet,South,0,20.0,4.43,-2.83,69,Male,6,2024,4,2
Sports,179.85,0.1,2,Debit Card,West,0,323.73,9.07,88.05,39,Other,5,2025,5,3
Home,506.77,0.2,1,UPI,East,0,405.42,10.12,103.4,69,Male,6,2024,8,5
Beauty,22.98,0.0,1,Credit Card,South,0,22.98,4.59,5.75,65,Male,4,2025,8,6
Electronics,188.62,0.0,1,Credit Card,South,0,188.62,9.83,12.8,24,Female,6,2025,7,2
Fashion,23.1,0.0,1,UPI,North,0,23.1,5.96,2.13,57,Male,5,2023,11,3
Fashion,25.48,0.0,2,COD,North,0,50.96,4.87,12.97,42,Female,4,2024,6,1
Home,61.52,0.0,1,COD,North,0,61.52,6.74,10.49,29,Male,4,2024,4,0
Grocery,7.57,0.0,4,Credit Card,Central,0,30.28,5.62,-3.2,33,Male,4,2024,1,5
Home,20.25,0.15,1,Debit Card,South,0,17.21,4.89,-0.07,35,Other,4,2025,9,0
Beauty,27.59,0.0,3,Credit Card,South,0,82.77,7.02,30.23,35,Male,5,2025,1,4
Electronics,322.81,0.15,1,UPI,North,0,274.39,10.65,22.28,47,Male,5,2024,4,5
Sports,70.95,0.0,1,Credit Card,West,0,70.95,5.23,16.06,29,Male,5,2024,11,2
Beauty,5.07,0.0,1,Credit Card,West,0,5.07,1.72,0.56,48,Male,6,2023,12,2
Home,22.88,0.0,1,Wallet,East,1,22.88,3.63,2.78,24,Female,5,2024,9,4
Grocery,11.37,0.0,1,Credit Card,South,0,11.37,5.23,-4.32,42,Female,5,2024,2,0
Grocery,1.49,0.05,2,COD,Central,0,2.83,2.44,-2.21,37,Female,3,2024,7,0
Sports,136.87,0.0,2,Wallet,West,0,273.74,9.52,72.6,36,Male,6,2024,12,3
Grocery,67.88,0.0,4,Wallet,North,0,271.52,10.2,11.52,21,Female,3,2025,6,2
Beauty,25.29,0.3,3,Credit Card,South,0,53.11,7.43,16.47,41,Female,4,2024,9,5
Toys,27.28,0.2,1,Debit Card,East,0,21.82,4.42,4.31,34,Female,5,2025,4,6
Home,86.09,0.0,1,Debit Card,Central,0,86.09,6.8,17.31,26,Female,4,2025,1,1
Electronics,407.78,0.0,1,Credit Card,East,0,407.78,8.52,40.41,28,Female,5,2025,6,3
Grocery,14.89,0.0,1,Debit Card,North,0,14.89,2.72,-1.53,21,Male,3,2024,9,6
Electronics,614.78,0.0,2,PayPal,North,0,1229.56,9.78,137.77,33,Male,4,2024,11,1
Fashion,66.09,0.05,1,COD,Central,0,62.79,5.42,16.56,55,Male,4,2025,7,2
Electronics,499.31,0.05,1,Debit Card,East,0,474.34,7.97,48.95,60,Male,5,2023,11,3
Fashion,44.99,0.0,1,UPI,South,0,44.99,6.17,9.58,67,Female,7,2024,3,1
Fashion,37.58,0.2,1,Credit Card,South,0,30.06,4.88,5.64,35,Female,5,2024,11,2
Beauty,18.04,0.0,1,Credit Card,North,0,18.04,4.68,3.44,33,Male,5,2025,4,2
Grocery,7.55,0.15,1,PayPal,West,0,6.42,3.19,-2.68,32,Female,4,2024,11,6
Electronics,150.52,0.05,1,Credit Card,West,0,142.99,7.03,10.13,55,Male,5,2024,11,6
Toys,2.67,0.0,2,UPI,North,0,5.34,3.02,-0.88,64,Male,5,2023,10,6
Electronics,411.4,0.0,1,UPI,North,0,411.4,9.03,40.34,29,Male,4,2025,2,2
Electronics,801.48,0.05,1,Debit Card,North,0,761.41,10.19,81.18,29,Female,8,2025,2,5
Beauty,68.32,0.0,1,Wallet,North,1,68.32,6.16,24.58,69,Male,3,2024,12,2
Toys,19.09,0.0,1,UPI,East,0,19.09,5.18,2.46,42,Female,6,2024,4,3
Electronics,82.13,0.0,2,PayPal,East,0,164.26,9.29,10.42,34,Female,5,2023,10,1
Fashion,108.7,0.15,1,Credit Card,West,0,92.4,6.44,25.9,57,Female,5,2023,10,1
Electronics,497.63,0.05,1,Debit Card,South,0,472.75,10.23,46.5,31,Female,4,2024,6,3
Grocery,4.81,0.05,1,COD,North,0,4.57,0.29,0.08,19,Male,3,2025,7,5
Fashion,85.01,0.0,1,UPI,East,0,85.01,5.36,24.39,68,Female,6,2025,5,6
Home,94.09,0.0,1,Debit Card,Central,0,94.09,6.62,19.73,36,Female,3,2024,3,4
Grocery,29.78,0.0,3,Debit Card,North,0,89.34,7.17,-0.02,31,Female,3,2024,12,4
Beauty,9.97,0.2,2,Debit Card,Central,0,15.95,3.6,3.58,62,Male,3,2024,11,1
Grocery,22.25,0.05,1,Credit Card,Central,0,21.14,4.43,-2.74,28,Male,4,2024,9,5
Grocery,17.39,0.0,1,Debit Card,South,0,17.39,5.43,-4.04,61,Female,6,2024,12,1
Home,11.92,0.2,3,COD,East,1,28.61,4.31,3.7,54,Female,9,2024,9,5
Beauty,23.3,0.1,3,Debit Card,South,0,62.91,6.41,21.9,65,Female,5,2024,11,4
Fashion,66.81,0.15,3,COD,West,0,170.37,6.93,52.7,57,Female,5,2024,3,4
Grocery,3.24,0.0,1,Credit Card,South,0,3.24,3.02,-2.76,62,Male,5,2024,12,6
Fashion,42.32,0.15,1,Credit Card,South,0,35.97,6.26,6.33,45,Male,5,2025,4,5
Toys,9.13,0.0,1,Debit Card,South,0,9.13,3.36,0.29,19,Female,4,2024,12,0
Fashion,63.59,0.1,1,Debit Card,West,0,57.23,8.05,11.98,52,Female,5,2025,5,3
Fashion,43.19,0.05,1,PayPal,East,0,41.03,5.75,8.61,57,Female,5,2023,10,4
Electronics,365.71,0.2,2,COD,West,1,585.14,8.88,61.34,39,Male,4,2025,8,5
Beauty,4.84,0.0,2,Credit Card,South,0,9.68,4.6,-0.24,58,Female,4,2025,3,1
Fashion,12.29,0.0,1,UPI,South,0,12.29,2.83,1.47,30,Female,4,2024,11,2
Electronics,311.03,0.05,2,Credit Card,North,0,590.96,10.05,60.87,64,Male,4,2024,3,5
Fashion,14.83,0.3,1,UPI,South,0,10.38,4.19,-0.56,62,Male,4,2025,9,5
Fashion,38.95,0.0,1,UPI,West,0,38.95,4.31,9.32,52,Male,5,2024,3,6
Home,164.22,0.0,1,Debit Card,Central,0,164.22,8.05,37.93,28,Female,4,2024,5,1
Home,228.5,0.0,4,Credit Card,West,0,914.0,10.29,245.63,25,Female,6,2024,3,1
Electronics,100.16,0.05,1,Debit Card,East,0,95.15,8.55,2.87,23,Female,6,2024,7,4
Beauty,36.18,0.05,5,UPI,East,0,171.86,6.05,71.29,47,Female,7,2025,5,1
Toys,10.88,0.2,4,PayPal,North,0,34.82,4.1,9.83,26,Female,3,2023,12,1
Beauty,30.83,0.1,2,PayPal,North,0,55.49,5.86,19.11,18,Female,5,2024,1,1
Grocery,3.07,0.05,1,COD,East,0,2.92,0.88,-0.65,39,Female,5,2023,10,5
Electronics,285.29,0.0,1,Credit Card,North,0,285.29,9.7,24.53,65,Female,3,2025,8,1
Toys,37.74,0.1,1,UPI,North,0,33.97,4.7,8.89,54,Male,4,2025,3,5
Home,24.82,0.0,1,Credit Card,South,0,24.82,5.46,1.49,62,Male,5,2024,3,1
Beauty,46.08,0.15,3,Credit Card,North,0,117.5,6.37,46.5,37,Female,6,2024,10,1
Home,89.38,0.05,1,Debit Card,South,0,84.91,6.28,17.49,38,Female,5,2025,1,4
Fashion,90.21,0.05,2,Credit Card,North,0,171.4,7.43,52.56,34,Female,4,2025,1,5
Fashion,161.32,0.0,2,Debit Card,South,0,322.64,10.16,102.76,45,Female,5,2023,12,6
Beauty,7.26,0.3,4,Credit Card,North,0,20.33,4.99,4.16,48,Female,4,2025,8,0
Electronics,414.85,0.1,1,Credit Card,North,0,373.36,9.71,35.09,23,Male,3,2024,5,1
Beauty,9.57,0.05,1,Credit Card,South,0,9.09,1.68,2.41,29,Male,7,2023,10,2
Sports,24.32,0.0,1,UPI,East,0,24.32,4.86,2.44,23,Male,6,2024,2,2
Fashion,53.63,0.05,1,Credit Card,North,0,50.95,6.13,11.7,59,Male,4,2024,4,3
Fashion,10.62,0.0,1,Debit Card,East,1,10.62,3.07,0.65,28,Female,7,2023,11,5
Fashion,35.77,0.0,1,UPI,East,0,35.77,6.82,5.7,36,Male,6,2024,12,0
Electronics,378.4,0.0,1,Debit Card,South,0,378.4,10.3,35.11,50,Female,4,2025,3,6
Electronics,275.03,0.0,1,Credit Card,North,0,275.03,10.5,22.5,30,Female,5,2025,4,3
Electronics,438.13,0.0,1,Debit Card,East,0,438.13,8.78,43.8,40,Female,6,2024,7,5
Electronics,575.37,0.05,1,UPI,North,0,546.6,9.93,55.66,49,Male,3,2023,12,2
Fashion,106.17,0.2,2,UPI,North,0,169.87,6.39,53.06,49,Male,4,2024,11,4
Fashion,45.35,0.3,1,Wallet,West,0,31.74,3.93,7.18,33,Female,5,2025,1,2
Grocery,5.26,0.1,2,Credit Card,South,0,9.47,2.38,-1.62,30,Male,6,2023,11,3
Grocery,10.38,0.0,1,COD,Central,0,10.38,4.22,-3.39,27,Male,6,2025,7,1
Fashion,29.12,0.0,1,Debit Card,North,0,29.12,4.34,5.85,51,Female,3,2024,5,6
Fashion,17.59,0.0,2,COD,North,0,35.18,5.91,6.4,46,Female,5,2024,9,0
Home,109.15,0.1,2,COD,West,0,196.47,7.58,47.43,60,Female,5,2025,4,6
Electronics,57.45,0.1,2,Debit Card,North,0,103.41,7.14,5.27,62,Female,3,2025,1,2
Home,132.49,0.0,2,PayPal,South,0,264.98,9.88,64.31,50,Male,4,2025,5,2
Home,236.96,0.0,1,PayPal,West,0,236.96,8.19,58.16,46,Female,6,2024,3,6
Fashion,372.76,0.05,1,Credit Card,West,0,354.12,8.4,115.54,66,Female,4,2025,8,5
Toys,52.09,0.0,4,Credit Card,East,0,208.36,8.14,75.2,62,Male,5,2024,6,5
Toys,3.85,0.05,2,COD,South,0,7.32,2.76,0.17,35,Female,5,2024,5,2
Grocery,3.33,0.2,1,Credit Card,West,0,2.66,2.17,-1.96,33,Male,6,2025,2,6
Fashion,12.34,0.0,1,Credit Card,Central,0,12.34,4.32,0.0,54,Other,5,2023,10,3
Grocery,11.76,0.0,1,COD,North,1,11.76,3.34,-2.4,62,Male,5,2024,11,0
Beauty,4.15,0.0,1,Wallet,South,0,4.15,4.33,-2.46,35,Female,4,2025,1,6
Beauty,70.73,0.0,3,PayPal,South,0,212.19,7.03,88.46,35,Other,7,2025,6,6
Grocery,1.84,0.0,1,Credit Card,East,0,1.84,0.52,-0.37,61,Female,7,2024,8,3
Grocery,7.54,0.2,1,Debit Card,Central,0,6.03,2.9,-2.42,21,Female,6,2025,6,0
Sports,230.66,0.1,1,COD,North,0,207.59,6.94,55.34,53,Male,3,2023,11,0
Fashion,150.72,0.05,1,Debit Card,West,0,143.18,6.85,43.26,57,Male,5,2024,5,4
Home,92.43,0.05,1,PayPal,Central,0,87.81,7.66,16.93,42,Male,3,2025,3,2
Beauty,19.42,0.05,2,COD,North,0,36.9,5.58,11.02,41,Female,3,2025,7,1
Toys,21.88,0.0,3,Credit Card,North,0,65.64,5.99,20.27,25,Male,4,2025,5,3
Sports,61.49,0.0,2,Credit Card,Central,0,122.98,7.12,29.77,58,Male,4,2025,7,3
Home,61.68,0.05,1,Credit Card,East,0,58.6,4.92,11.49,67,Female,5,2024,1,4
Home,187.07,0.0,1,Credit Card,Central,1,187.07,9.02,43.36,42,Female,5,2023,9,3
Electronics,344.04,0.0,1,Debit Card,Central,0,344.04,8.94,32.34,19,Male,4,2024,3,0
Grocery,9.65,0.1,1,COD,East,0,8.68,2.56,-1.87,66,Female,5,2024,10,6
Electronics,84.53,0.0,2,Credit Card,South,0,169.06,8.39,11.9,59,Male,8,2024,9,3
Beauty,4.75,0.15,1,Credit Card,East,0,4.04,2.74,-0.92,50,Male,6,2024,5,6
Toys,16.06,0.1,1,Credit Card,South,0,14.45,4.16,1.62,49,Male,5,2025,5,1
Home,137.2,0.0,1,Credit Card,East,0,137.2,7.11,31.31,43,Female,5,2023,9,4
Toys,23.07,0.0,3,Debit Card,South,0,69.21,5.72,21.96,55,Other,6,2024,5,2
Toys,46.3,0.05,1,Credit Card,South,1,43.98,6.16,11.43,23,Male,4,2024,8,6
Electronics,600.56,0.0,3,Debit Card,Central,0,1801.68,11.97,204.23,64,Female,5,2023,11,6
Home,29.98,0.3,4,Debit Card,East,0,83.94,6.35,17.15,35,Female,6,2024,5,6
Sports,165.56,0.05,1,Credit Card,South,1,157.28,6.82,40.36,57,Male,5,2025,1,1
Home,158.51,0.0,1,PayPal,East,0,158.51,7.7,36.68,57,Female,8,2025,6,0
Beauty,46.13,0.2,1,Credit Card,North,0,36.9,5.43,11.18,67,Male,3,2024,7,1
Beauty,48.42,0.0,2,Credit Card,North,0,96.84,8.92,34.66,24,Female,3,2025,6,3
Electronics,187.78,0.15,1,UPI,West,1,159.61,8.71,10.44,42,Male,4,2024,1,2
Home,50.23,0.0,1,UPI,South,0,50.23,7.63,6.43,61,Male,5,2024,6,0
Electronics,311.42,0.05,1,PayPal,West,0,295.85,9.0,26.5,49,Male,5,2024,5,5
Electronics,165.27,0.0,1,PayPal,South,0,165.27,6.17,13.66,37,Male,5,2023,11,2
Home,66.66,0.05,1,Wallet,West,0,63.33,6.9,10.83,38,Female,4,2024,8,5
Beauty,4.76,0.0,1,Debit Card,North,0,4.76,3.8,-1.66,42,Male,4,2024,7,3
Electronics,1594.33,0.0,2,COD,West,0,3188.66,10.09,372.55,32,Male,4,2025,8,2
Sports,46.39,0.0,1,UPI,North,0,46.39,6.43,7.49,59,Male,4,2023,10,1
Home,209.4,0.0,1,Debit Card,North,0,209.4,7.62,51.01,58,Female,4,2025,5,5
Grocery,66.63,0.0,1,Credit Card,East,0,66.63,6.72,-1.39,64,Male,5,2025,9,3
Home,467.92,0.0,1,Credit Card,South,1,467.92,8.06,122.96,37,Male,5,2025,7,6
Electronics,376.56,0.05,1,UPI,West,0,357.73,8.26,34.67,29,Male,4,2025,2,1
Sports,86.07,0.0,1,PayPal,Central,0,86.07,7.68,18.14,69,Female,4,2025,4,1
Beauty,12.07,0.0,1,Debit Card,West,0,12.07,4.31,1.12,40,Female,4,2024,11,4
Home,270.3,0.05,1,Debit Card,West,0,256.79,8.25,63.65,55,Female,5,2025,5,3
Fashion,25.28,0.0,2,COD,North,0,50.56,6.8,10.9,53,Male,3,2025,7,3
Electronics,86.68,0.15,5,Wallet,West,0,368.39,8.73,35.48,48,Female,6,2023,12,1
Fashion,22.12,0.0,1,Credit Card,South,0,22.12,4.11,3.63,65,Male,8,2024,6,0
Electronics,173.01,0.0,1,PayPal,South,0,173.01,8.93,11.83,59,Female,4,2024,1,0
Home,176.9,0.0,1,PayPal,East,0,176.9,8.52,41.01,31,Male,7,2024,10,5
Grocery,3.45,0.2,2,Credit Card,North,0,5.52,2.33,-1.89,57,Male,3,2024,12,3
Toys,9.49,0.0,1,Debit Card,West,0,9.49,4.32,-0.52,29,Male,5,2024,4,4
Electronics,75.9,0.05,1,PayPal,East,0,72.1,7.03,1.62,59,Female,7,2024,9,0
Grocery,25.84,0.1,1,COD,East,0,23.26,3.6,-1.74,23,Male,6,2025,5,4
Home,179.87,0.0,1,COD,North,0,179.87,7.48,42.88,38,Male,4,2025,7,1
Fashion,33.29,0.0,4,Credit Card,South,0,133.16,8.25,38.36,50,Male,6,2025,6,6
Sports,65.28,0.0,1,Credit Card,South,0,65.28,8.9,10.68,45,Male,4,2025,2,4
Fashion,13.95,0.05,1,Credit Card,South,0,13.25,4.08,0.56,42,Male,5,2024,12,6
Fashion,28.86,0.1,1,Credit Card,South,0,25.97,4.12,4.97,57,Male,6,2025,2,6
Electronics,821.32,0.0,1,Debit Card,East,0,821.32,8.32,90.24,41,Male,5,2025,2,1
Home,29.65,0.1,5,Credit Card,East,0,133.43,7.09,30.27,48,Female,6,2023,12,2
Electronics,520.69,0.0,1,PayPal,Central,0,520.69,8.24,54.24,48,Female,3,2024,5,2
Toys,2.95,0.0,1,COD,West,0,2.95,2.35,-1.17,65,Female,5,2025,2,0
Home,59.18,0.0,1,UPI,West,0,59.18,6.62,9.95,39,Male,6,2023,10,3
Home,257.13,0.0,2,Credit Card,North,0,514.26,8.18,135.81,30,Male,3,2025,2,4
Electronics,241.35,0.2,3,Credit Card,South,1,579.24,9.03,60.48,36,Female,6,2023,11,6
Toys,25.86,0.1,2,Debit Card,East,0,46.55,6.41,12.21,67,Male,5,2025,7,2
Home,24.39,0.1,1,Debit Card,East,0,21.95,3.79,2.36,50,Male,5,2024,7,4
Home,161.44,0.0,1,Credit Card,North,0,161.44,7.03,38.17,69,Male,4,2024,9,3
Toys,35.62,0.05,1,Debit Card,East,0,33.84,5.55,7.99,57,Female,5,2025,7,6
Electronics,581.71,0.1,5,Debit Card,North,0,2617.7,10.62,303.5,58,Male,3,2024,11,2
Home,86.08,0.0,1,Debit Card,North,0,86.08,5.45,18.65,43,Female,3,2023,11,2
Beauty,60.45,0.0,1,Wallet,Central,0,60.45,6.16,21.04,31,Female,4,2024,2,4
Home,122.65,0.15,1,COD,West,0,104.25,6.87,22.32,54,Male,5,2024,4,1
Fashion,88.73,0.0,1,Debit Card,West,0,88.73,6.31,24.75,60,Male,4,2024,9,2
Fashion,16.81,0.05,3,PayPal,West,0,47.91,8.5,8.27,66,Male,7,2025,4,3
Fashion,16.6,0.15,1,Credit Card,East,0,14.11,3.5,1.44,24,Female,7,2024,10,5
